skuId,skuName,category,supplier,unitCost,unitPrice,currentStock,reorderPoint,reorderQty,leadTimeDays,dailySales30dAvg,dailySales90dAvg,lastSaleDate,lastReorderDate,stockoutDaysLast90d,seasonalIndex,marginPct
SKU-007878,Mouse Master pacote 2,ELECTRONICS,Casa & Lar Atacado,163.64,207.41,856,855,1302,21,31.16,28.03,2026-03-31,2025-10-29,0,0.94,21.1
SKU-007880,Teclado Silver pacote 2,ELECTRONICS,Casa & Lar Atacado,35.59,79.40,12,10,35,10,0.84,0.92,2026-03-25,2025-12-10,0,1.24,55.2
SKU-007884,Teclado Mini kit 3,ELECTRONICS,MaxiSuprimentos,243.76,465.84,183,1,1,14,0.00,0.11,2025-11-19,,5,1.18,47.7
SKU-007935,Mouse Plus pacote 2,ELECTRONICS,VivaMais Distribuição,136.25,309.52,562,378,378,30,8.56,7.56,2026-03-27,2026-01-29,1,1.22,56.0
SKU-007949,Teclado Aurora pacote 2,ELECTRONICS,Comercial Vitória,41.30,58.20,54,53,247,7,6.50,6.72,2026-03-30,2025-10-06,0,0.81,29.0
SKU-007950,Cabo Aurora unidade,ELECTRONICS,Atacadão Nordeste,78.68,193.51,70,54,108,21,2.04,2.68,2026-03-31,2025-12-07,1,1.10,59.3
SKU-007956,Teclado PrimaCare kit 3,ELECTRONICS,PrimeFood Distribuidora,50.82,72.97,87,1,1,10,0.00,0.08,2025-11-25,,1,1.22,30.4
SKU-007986,Cabo Fresh pacote 2,ELECTRONICS,GlobalSupply,26.48,50.18,61,46,46,21,1.47,1.53,2026-03-29,2026-03-07,0,0.73,47.2
SKU-007988,Mouse Aurora kit 3,ELECTRONICS,Distribuidora Central,53.49,107.97,62,61,153,7,6.48,5.56,2026-03-24,2026-03-09,0,0.88,50.5
SKU-007994,Teclado Vivace kit 3,ELECTRONICS,Distribuidora Central,174.79,273.39,151,150,196,21,5.99,6.83,2026-03-28,2026-02-28,0,1.06,36.1
SKU-008020,Pen-drive Vita pacote 2,ELECTRONICS,Casa & Lar Atacado,225.09,488.93,7,6,65,5,1.09,1.08,2026-03-24,2026-03-23,0,0.85,54.0
SKU-008051,Pen-drive Silver unidade,ELECTRONICS,Casa & Lar Atacado,165.24,233.28,73,29,185,7,3.76,3.66,2026-03-27,2025-12-20,0,0.99,29.2
SKU-008067,Pen-drive Vita kit 3,ELECTRONICS,Distribuidora Central,134.77,204.93,7,4,15,7,0.47,0.53,2026-03-27,2026-01-28,0,1.18,34.2
SKU-008072,Carregador Fresh kit 3,ELECTRONICS,GlobalSupply,29.96,65.84,79,57,380,5,8.56,8.74,2026-03-26,2025-11-26,0,1.15,54.5
SKU-008091,Pen-drive Mini unidade,ELECTRONICS,Distribuidora Central,64.35,137.74,157,101,250,7,11.22,9.98,2026-03-30,2025-12-08,0,1.06,53.3
SKU-008096,Teclado Mini pacote 2,ELECTRONICS,Indústria Reunidas,56.49,104.82,35,26,94,7,3.17,2.90,2026-03-30,2025-10-07,0,1.18,46.1
SKU-008101,Carregador Sul kit 3,ELECTRONICS,Distribuidora Central,143.03,204.33,69,53,106,21,2.20,2.85,2026-03-31,2026-01-18,0,1.18,30.0
SKU-008112,Pen-drive Maxi kit 3,ELECTRONICS,TopParts Brasil,196.57,250.13,1651,742,742,30,20.32,7.00,2026-03-31,2025-10-06,11,1.72,21.4
SKU-008123,Mouse Maxi kit 3,ELECTRONICS,Comercial Vitória,71.96,109.87,311,570,1047,21,18.69,6.33,2026-03-26,2026-01-31,0,1.42,34.5
SKU-008129,Mouse Silver unidade,ELECTRONICS,Indústria Reunidas,230.13,298.12,38,30,106,5,4.91,6.01,2026-03-31,2026-02-04,0,0.79,22.8
SKU-008131,Pen-drive Vivace unidade,ELECTRONICS,PrimeFood Distribuidora,172.45,461.33,200,98,866,3,29.22,29.71,2026-03-30,2025-12-15,25,1.00,62.6
SKU-008151,Carregador Aurora unidade,ELECTRONICS,MaxiSuprimentos,48.24,73.83,50,27,106,10,1.87,1.69,2026-03-30,2026-03-19,0,0.79,34.7
SKU-008185,Mouse Sul kit 3,ELECTRONICS,PrimeFood Distribuidora,133.83,291.38,182,124,234,21,4.24,5.30,2026-03-31,2025-12-29,0,1.20,54.1
SKU-008192,Carregador Fresh pacote 2,ELECTRONICS,Atacadão Nordeste,182.10,519.49,299,298,736,14,14.49,14.20,2026-03-27,2026-02-05,3,0.84,64.9
SKU-008205,Pen-drive Aurora pacote 2,ELECTRONICS,Stock Direct,76.59,205.74,40,16,46,14,0.97,0.78,2026-03-24,2026-03-19,0,1.05,62.8
SKU-008212,Carregador Gold unidade,ELECTRONICS,PrimeFood Distribuidora,71.94,196.34,138,137,357,14,6.98,5.45,2026-03-26,2025-11-18,0,0.93,63.4
SKU-008240,Carregador Maxi unidade,ELECTRONICS,PrimeFood Distribuidora,215.15,349.46,289,174,181,30,3.95,4.26,2026-03-30,2026-02-10,0,1.06,38.4
SKU-008294,Pen-drive Eco unidade,ELECTRONICS,MaxiSuprimentos,211.34,278.76,442,198,511,14,11.81,10.30,2026-03-31,2025-11-20,0,0.96,24.2
SKU-008319,Carregador Natural unidade,ELECTRONICS,Comercial Vitória,28.32,48.86,86,167,1162,5,27.40,30.22,2026-03-29,2026-03-06,0,1.23,42.0
SKU-008326,Teclado Maxi kit 3,ELECTRONICS,Indústria Reunidas,39.64,73.31,71,53,215,10,4.46,4.11,2026-03-28,2026-01-17,5,1.21,45.9
SKU-008352,Teclado Pro pacote 2,ELECTRONICS,Atacadão Nordeste,132.79,168.80,139,85,224,10,6.36,7.25,2026-03-27,2025-12-09,1,0.88,21.3
SKU-008362,Pen-drive Vivace pacote 2,ELECTRONICS,Indústria Reunidas,112.71,152.65,27,15,40,14,0.77,0.93,2026-03-30,2026-03-14,1,0.96,26.2
SKU-008364,Mouse Original unidade,ELECTRONICS,PrimeFood Distribuidora,238.85,394.98,128,97,452,7,12.46,11.61,2026-03-28,2026-02-27,5,0.93,39.5
SKU-008380,Pen-drive Nordeste unidade,ELECTRONICS,MaxiSuprimentos,207.99,407.33,188,1,1,3,0.00,0.15,2025-10-18,2026-01-15,0,0.78,48.9
SKU-008381,Carregador Master pacote 2,ELECTRONICS,Comercial Vitória,237.25,360.94,177,1,1,3,0.00,0.24,2025-11-29,2026-03-19,0,1.11,34.3
SKU-008402,Cabo PrimaCare pacote 2,ELECTRONICS,Ponto Forte Atacadista,26.19,41.94,64,36,93,7,4.04,3.33,2026-03-25,2025-10-28,0,1.24,37.6
SKU-008405,Pen-drive Natural kit 3,ELECTRONICS,Stock Direct,18.29,27.74,335,153,540,10,11.26,8.72,2026-03-24,2025-12-15,0,0.91,34.1
SKU-008432,Mouse Vivace unidade,ELECTRONICS,TopParts Brasil,217.77,286.72,83,35,105,14,2.04,2.18,2026-03-27,2026-02-13,0,0.70,24.0
SKU-008434,Teclado Eco unidade,ELECTRONICS,MaxiSuprimentos,42.48,101.05,24,13,86,7,1.66,2.29,2026-03-31,2026-03-19,0,0.97,58.0
SKU-008435,Cabo Maxi kit 3,ELECTRONICS,Comercial Vitória,174.81,302.52,320,105,496,7,22.38,13.39,2026-03-31,2025-11-11,0,0.71,42.2
SKU-008442,Mouse Vita kit 3,ELECTRONICS,VivaMais Distribuição,234.72,629.20,198,196,448,14,9.89,3.81,2026-03-26,2025-12-15,0,1.73,62.7
SKU-008454,Pen-drive Maxi kit 3,ELECTRONICS,Ponto Forte Atacadista,194.56,287.89,39,308,593,14,14.96,6.90,2026-03-28,2025-12-22,0,1.34,32.4
SKU-008457,Mouse PrimaCare unidade,ELECTRONICS,Indústria Reunidas,205.18,575.01,469,195,1229,5,31.68,34.73,2026-03-29,2026-01-04,0,1.09,64.3
SKU-008460,Carregador Maxi unidade,ELECTRONICS,Aliança Comércio,140.16,262.70,264,151,364,14,8.10,7.97,2026-03-27,2025-10-04,0,1.18,46.6
SKU-008482,Pen-drive Vivace kit 3,ELECTRONICS,Comercial Vitória,94.53,146.71,94,201,636,7,23.62,22.03,2026-03-29,2025-12-10,20,1.17,35.6
SKU-008492,Teclado TopMark kit 3,ELECTRONICS,VivaMais Distribuição,71.20,109.36,90,59,313,7,5.92,5.03,2026-03-24,2025-10-25,1,0.73,34.9
SKU-008511,Mouse Master unidade,ELECTRONICS,Stock Direct,25.59,31.42,998,293,3382,7,73.77,34.60,2026-03-24,2026-01-12,8,1.12,18.6
SKU-008521,Cabo Fresh pacote 2,ELECTRONICS,Comercial Vitória,26.44,42.63,160,1,1,10,0.00,0.19,2025-10-31,2026-03-08,0,1.09,38.0
SKU-008557,Mouse Plus pacote 2,ELECTRONICS,Aliança Comércio,149.34,385.56,34,32,54,21,1.11,1.27,2026-03-27,2026-03-20,2,1.11,61.3
SKU-008573,Mouse Gold pacote 2,ELECTRONICS,Distribuidora Central,44.96,65.45,810,893,1472,21,60.35,31.01,2026-03-25,2026-03-09,0,1.10,31.3
SKU-008584,Teclado Plus pacote 2,ELECTRONICS,Distribuidora Central,91.45,155.76,44,40,160,10,3.19,3.42,2026-03-24,2026-02-04,0,1.05,41.3
SKU-008595,Pen-drive Mini pacote 2,ELECTRONICS,GlobalSupply,143.19,188.04,256,172,271,14,8.64,7.30,2026-03-30,2025-11-25,5,0.98,23.8
SKU-008605,Cabo Nordeste kit 3,ELECTRONICS,Aliança Comércio,43.78,58.25,111,58,180,14,3.11,2.88,2026-03-30,2025-11-15,0,1.04,24.8
SKU-008607,Cabo Mini kit 3,ELECTRONICS,Ponto Forte Atacadista,232.93,496.62,89,58,539,5,9.46,10.27,2026-03-25,2026-01-08,0,0.89,53.1
SKU-008609,Carregador Vivace unidade,ELECTRONICS,MaxiSuprimentos,175.96,251.11,57,1,1,10,0.00,0.30,2026-02-16,,0,1.11,29.9
SKU-008615,Cabo Master kit 3,ELECTRONICS,Comercial Vitória,249.99,316.52,9,5,12,10,0.37,0.53,2026-03-25,2025-12-20,0,1.12,21.0
SKU-008620,Mouse Plus pacote 2,ELECTRONICS,Ponto Forte Atacadista,234.47,349.39,31,14,49,10,1.11,0.92,2026-03-31,2025-12-05,2,0.96,32.9
SKU-008629,Teclado Eco unidade,ELECTRONICS,Comercial Vitória,71.08,111.97,23,18,52,14,0.89,1.19,2026-03-30,2026-03-11,0,1.11,36.5
SKU-008634,Pen-drive Nordeste unidade,ELECTRONICS,Casa & Lar Atacado,60.01,76.91,46,25,70,7,2.66,2.61,2026-03-27,2026-01-30,0,0.82,22.0
SKU-008639,Cabo Eco pacote 2,ELECTRONICS,Ponto Forte Atacadista,90.96,184.38,224,126,126,30,3.20,3.06,2026-03-25,2025-11-30,0,0.91,50.7
SKU-008640,Carregador Mini pacote 2,ELECTRONICS,Stock Direct,97.62,275.78,20,1,1,14,0.00,0.20,2025-09-15,2026-01-22,0,1.24,64.6
SKU-008652,Teclado Plus pacote 2,ELECTRONICS,Ponto Forte Atacadista,14.42,37.50,156,99,157,14,4.79,5.89,2026-03-24,2025-12-22,0,1.07,61.5
SKU-008660,Carregador TopMark unidade,ELECTRONICS,VivaMais Distribuição,114.83,184.11,341,175,420,14,9.31,7.34,2026-03-26,2025-11-13,5,1.07,37.6
SKU-008672,Cabo Silver unidade,ELECTRONICS,Aliança Comércio,122.85,186.78,117,76,76,21,3.04,2.42,2026-03-28,2026-02-05,0,1.12,34.2
SKU-008706,Cabo Maxi unidade,ELECTRONICS,Ponto Forte Atacadista,181.91,340.03,44,43,175,5,6.24,5.57,2026-03-28,2026-01-29,0,1.05,46.5
SKU-008715,Teclado Plus pacote 2,ELECTRONICS,Indústria Reunidas,156.66,192.31,37,21,109,10,1.84,1.90,2026-03-24,2025-12-02,0,1.22,18.5
SKU-008720,Mouse Mini kit 3,ELECTRONICS,MaxiSuprimentos,130.28,223.28,151,402,734,10,34.23,29.95,2026-03-29,2026-03-14,0,1.01,41.7
SKU-008767,Teclado Natural unidade,ELECTRONICS,GlobalSupply,94.52,257.83,9,4,46,3,1.15,1.34,2026-03-25,2026-03-04,0,0.74,63.3
SKU-008769,Teclado Plus unidade,ELECTRONICS,PrimeFood Distribuidora,18.13,31.17,198,1,1,10,0.00,0.16,2026-01-04,2026-02-15,0,0.81,41.8
SKU-008771,Mouse Master pacote 2,ELECTRONICS,Comercial Vitória,197.84,286.45,109,57,141,14,3.24,3.78,2026-03-31,2026-02-05,0,1.24,30.9
SKU-008773,Cabo Original kit 3,ELECTRONICS,Stock Direct,163.10,307.05,102,74,152,10,5.16,2.37,2026-03-29,2025-11-22,1,1.39,46.9
SKU-008777,Cabo Plus pacote 2,ELECTRONICS,Comercial Vitória,34.81,51.97,9,4,28,7,0.61,0.70,2026-03-24,2026-02-05,0,0.98,33.0
SKU-008786,Carregador Maxi unidade,ELECTRONICS,Comercial Vitória,79.20,112.80,135,1,1,10,0.00,0.23,2025-10-31,,0,1.10,29.8
SKU-008797,Mouse Premium pacote 2,ELECTRONICS,Stock Direct,106.53,280.07,70,44,108,10,3.42,2.65,2026-03-25,2026-02-25,0,1.20,62.0
SKU-008803,Pen-drive Vivace unidade,ELECTRONICS,Distribuidora Central,202.43,272.37,5,4,28,5,0.77,0.70,2026-03-26,2025-12-06,0,1.08,25.7
SKU-008810,Teclado Sul unidade,ELECTRONICS,PrimeFood Distribuidora,208.39,466.97,63,149,316,21,5.58,2.04,2026-03-24,2025-10-07,0,1.74,55.4
SKU-008825,Pen-drive Original unidade,ELECTRONICS,Distribuidora Central,37.55,54.86,155,502,1164,21,43.00,19.86,2026-03-31,2026-03-09,0,1.20,31.5
SKU-008831,Pen-drive Plus unidade,ELECTRONICS,Casa & Lar Atacado,166.19,219.99,172,85,617,7,10.98,9.10,2026-03-29,2025-10-21,0,0.95,24.5
SKU-008833,Mouse Aurora unidade,ELECTRONICS,GlobalSupply,125.38,223.23,31,19,58,14,1.15,1.09,2026-03-26,2026-01-10,0,0.76,43.8
SKU-008837,Pen-drive TopMark pacote 2,ELECTRONICS,Comercial Vitória,13.89,21.38,16,13,80,7,1.71,2.21,2026-03-25,2026-01-12,0,1.01,35.0
SKU-008838,Carregador Mini pacote 2,ELECTRONICS,Comercial Vitória,30.28,50.07,38,25,104,10,1.91,1.57,2026-03-26,2026-03-07,0,1.04,39.5
SKU-008850,Cabo Fresh kit 3,ELECTRONICS,Distribuidora Central,101.14,165.27,231,230,421,14,12.02,9.49,2026-03-28,2026-02-03,0,1.22,38.8
SKU-008866,Teclado Premium kit 3,ELECTRONICS,GlobalSupply,109.21,234.72,18,17,59,10,1.18,0.92,2026-03-31,2025-12-29,0,0.88,53.5
SKU-008888,Mouse Silver pacote 2,ELECTRONICS,Aliança Comércio,40.74,53.16,18,7,30,5,1.27,1.07,2026-03-31,2026-03-02,0,1.22,23.4
SKU-008898,Teclado Original unidade,ELECTRONICS,PrimeFood Distribuidora,185.08,286.51,35,31,51,14,1.81,1.41,2026-03-28,2026-01-20,0,0.74,35.4
SKU-008914,Mouse Maxi pacote 2,ELECTRONICS,TopParts Brasil,22.82,35.22,123,122,439,7,12.10,9.51,2026-03-26,2025-10-23,5,0.91,35.2
SKU-008917,Cabo PrimaCare unidade,ELECTRONICS,MaxiSuprimentos,42.23,64.32,82,54,261,7,6.13,6.34,2026-03-28,2025-12-25,0,1.00,34.3
SKU-008939,Cabo Gold pacote 2,ELECTRONICS,MaxiSuprimentos,95.68,138.76,127,126,355,10,8.70,8.57,2026-03-28,2026-01-19,0,0.73,31.0
SKU-008949,Cabo Maxi kit 3,ELECTRONICS,Casa & Lar Atacado,243.73,408.51,111,74,74,21,2.44,2.98,2026-03-24,2026-03-09,0,0.94,40.3
SKU-008961,Teclado PrimaCare pacote 2,ELECTRONICS,Stock Direct,35.73,46.88,66,35,137,10,2.40,1.92,2026-03-28,2026-03-05,0,1.18,23.8
SKU-008975,Pen-drive Mini unidade,ELECTRONICS,Casa & Lar Atacado,168.96,351.31,123,122,385,7,12.59,10.76,2026-03-24,2026-01-25,0,0.84,51.9
SKU-008980,Carregador Vivace kit 3,ELECTRONICS,PrimeFood Distribuidora,234.61,352.39,372,168,279,14,10.86,10.72,2026-03-31,2025-11-01,0,0.70,33.4
SKU-008982,Mouse Nordeste unidade,ELECTRONICS,MaxiSuprimentos,42.84,67.91,225,104,273,14,6.54,7.01,2026-03-29,2026-03-01,0,0.72,36.9
SKU-008995,Mouse Fresh unidade,ELECTRONICS,Aliança Comércio,157.04,422.41,183,182,353,14,9.13,3.08,2026-03-25,2025-12-23,0,1.35,62.8
SKU-009015,Teclado TopMark unidade,ELECTRONICS,PrimeFood Distribuidora,212.29,426.36,75,34,196,7,4.02,4.21,2026-03-24,2025-10-08,1,1.03,50.2
SKU-009035,Carregador TopMark pacote 2,ELECTRONICS,Stock Direct,188.28,421.25,28,25,39,21,0.86,0.89,2026-03-28,2026-03-05,0,0.86,55.3
SKU-009036,Teclado PrimaCare kit 3,ELECTRONICS,Indústria Reunidas,193.16,480.62,260,128,164,30,3.79,3.65,2026-03-24,2025-11-18,0,1.16,59.8
SKU-009038,Pen-drive Sul pacote 2,ELECTRONICS,Atacadão Nordeste,20.33,29.60,8,6,37,5,0.92,0.91,2026-03-30,2026-02-16,0,1.10,31.3
SKU-009049,Pen-drive Premium pacote 2,ELECTRONICS,VivaMais Distribuição,178.04,331.51,17,325,820,10,25.33,25.20,2026-03-24,2025-10-24,0,0.81,46.3
SKU-009063,Mouse Mini unidade,ELECTRONICS,Aliança Comércio,204.90,518.67,152,151,661,10,12.27,9.98,2026-03-27,2025-11-16,0,1.04,60.5
SKU-009082,Cabo Maxi unidade,ELECTRONICS,Comercial Vitória,132.74,236.91,57,31,139,7,3.63,3.46,2026-03-31,2025-11-09,0,0.73,44.0
SKU-009092,Teclado Mini kit 3,ELECTRONICS,PrimeFood Distribuidora,80.12,169.30,86,165,1636,7,32.28,17.27,2026-03-25,2026-01-08,0,0.73,52.7
SKU-009094,Carregador Natural pacote 2,ELECTRONICS,PrimeFood Distribuidora,72.86,154.89,119,105,589,7,11.52,11.22,2026-03-24,2025-11-24,0,1.01,53.0
SKU-009117,Carregador Fresh kit 3,ELECTRONICS,GlobalSupply,161.19,214.93,94,62,199,7,7.08,7.30,2026-03-24,2026-01-02,0,0.79,25.0
SKU-009120,Carregador Sul unidade,ELECTRONICS,TopParts Brasil,61.65,75.39,38,115,434,7,14.68,15.90,2026-03-25,2026-01-27,0,0.77,18.2
SKU-009132,Teclado Nordeste pacote 2,ELECTRONICS,Aliança Comércio,50.59,125.51,1162,292,2043,10,56.92,26.24,2026-03-30,2026-01-05,0,0.88,59.7
SKU-009138,Mouse Vita pacote 2,ELECTRONICS,MaxiSuprimentos,69.92,89.87,26,12,24,14,0.65,0.69,2026-03-31,2026-01-18,0,1.19,22.2
SKU-009146,Cabo Mini pacote 2,ELECTRONICS,Atacadão Nordeste,141.82,274.06,449,257,2989,7,64.10,30.81,2026-03-28,2025-10-27,0,0.98,48.3
SKU-009156,Mouse Silver unidade,ELECTRONICS,PrimeFood Distribuidora,137.26,235.05,156,119,155,30,3.60,3.80,2026-03-27,2025-11-24,1,0.72,41.6
SKU-009160,Mouse PrimaCare pacote 2,ELECTRONICS,TopParts Brasil,216.80,265.07,103,87,289,7,8.74,3.78,2026-03-29,2025-12-18,0,1.78,18.2
SKU-009164,Pen-drive Vita unidade,ELECTRONICS,Aliança Comércio,115.47,206.17,770,312,1374,7,66.89,31.66,2026-03-25,2025-12-02,13,1.15,44.0
SKU-009168,Pen-drive Master pacote 2,ELECTRONICS,PrimeFood Distribuidora,95.55,119.28,49,22,51,10,1.74,1.44,2026-03-25,2025-11-29,0,0.74,19.9
SKU-009180,Cabo Fresh kit 3,ELECTRONICS,GlobalSupply,92.00,159.04,10,7,39,5,0.98,0.84,2026-03-29,2025-11-15,1,1.19,42.2
SKU-009189,Cabo Sul pacote 2,ELECTRONICS,Comercial Vitória,54.90,129.18,537,263,263,21,9.37,9.44,2026-03-27,2025-11-15,0,0.92,57.5
SKU-009190,Teclado Vita unidade,ELECTRONICS,TopParts Brasil,76.61,150.28,283,337,2665,7,59.25,33.23,2026-03-26,2026-03-13,0,1.12,49.0
SKU-009196,Cabo Nordeste unidade,ELECTRONICS,TopParts Brasil,106.17,199.36,122,62,261,7,6.22,5.52,2026-03-27,2025-12-30,5,1.13,46.7
SKU-009198,Cabo Aurora kit 3,ELECTRONICS,Comercial Vitória,241.67,484.71,139,1,1,3,0.00,0.24,2025-10-03,,0,1.25,50.1
SKU-009199,Mouse Natural unidade,ELECTRONICS,Stock Direct,227.82,561.37,142,108,284,14,6.00,7.11,2026-03-27,2025-10-17,0,1.23,59.4
SKU-009204,Cabo TopMark pacote 2,ELECTRONICS,Comercial Vitória,222.54,281.39,120,1,1,5,0.00,0.29,2026-01-31,,0,0.83,20.9
SKU-009209,Carregador Plus pacote 2,ELECTRONICS,MaxiSuprimentos,83.08,124.85,31,18,18,30,0.43,0.55,2026-03-28,2026-02-24,0,1.00,33.5
SKU-009213,Pen-drive Premium pacote 2,ELECTRONICS,Casa & Lar Atacado,101.00,161.36,77,1,1,30,0.00,0.07,2025-11-09,2026-01-01,2,1.14,37.4
SKU-009238,Carregador Sul pacote 2,ELECTRONICS,Casa & Lar Atacado,219.11,386.75,57,54,313,5,7.91,6.11,2026-03-29,2025-10-22,0,1.22,43.3
SKU-009271,Teclado Vita unidade,ELECTRONICS,MaxiSuprimentos,104.26,259.24,49,32,167,5,4.86,4.81,2026-03-25,2026-03-01,0,0.89,59.8
SKU-009275,Carregador Fresh kit 3,ELECTRONICS,Ponto Forte Atacadista,137.99,301.25,59,58,97,14,3.55,3.94,2026-03-31,2025-12-29,0,0.82,54.2
SKU-009283,Cabo Eco pacote 2,ELECTRONICS,Indústria Reunidas,146.98,202.54,139,1,1,7,0.00,0.25,2025-09-18,2025-10-13,0,0.95,27.4
SKU-009288,Cabo Mini pacote 2,ELECTRONICS,Casa & Lar Atacado,26.66,58.86,697,295,421,14,16.60,6.23,2026-03-27,2025-10-26,0,1.42,54.7
SKU-009289,Pen-drive Silver kit 3,ELECTRONICS,Ponto Forte Atacadista,170.58,241.86,64,1,1,10,0.00,0.02,2025-11-03,2026-01-10,2,0.84,29.5
SKU-009353,Cabo TopMark pacote 2,ELECTRONICS,GlobalSupply,234.41,395.89,155,72,275,7,7.71,8.15,2026-03-30,2026-01-18,0,1.20,40.8
SKU-009354,Pen-drive PrimaCare kit 3,ELECTRONICS,Ponto Forte Atacadista,85.38,121.27,36,22,96,7,2.26,2.61,2026-03-31,2025-12-15,0,0.75,29.6
SKU-009361,Mouse TopMark unidade,ELECTRONICS,VivaMais Distribuição,29.88,42.88,135,89,559,5,12.25,10.55,2026-03-31,2026-03-05,0,1.04,30.3
SKU-009364,Pen-drive Mini unidade,ELECTRONICS,GlobalSupply,130.03,233.49,49,48,237,5,7.78,6.33,2026-03-30,2025-12-24,0,1.13,44.3
SKU-009367,Teclado Natural pacote 2,ELECTRONICS,Aliança Comércio,34.82,92.68,37,18,114,7,2.26,2.49,2026-03-25,2026-01-13,0,1.02,62.4
SKU-009375,Mouse Nordeste pacote 2,ELECTRONICS,GlobalSupply,108.68,203.65,12,6,31,5,1.05,1.22,2026-03-25,2025-12-22,0,1.24,46.6
SKU-009384,Cabo Original pacote 2,ELECTRONICS,Ponto Forte Atacadista,213.64,363.42,620,257,395,21,10.30,11.52,2026-03-29,2025-10-31,0,1.12,41.2
SKU-009393,Pen-drive Vivace unidade,ELECTRONICS,VivaMais Distribuição,132.95,273.35,1751,901,1137,30,24.94,27.31,2026-03-29,2025-12-13,5,0.79,51.4
SKU-009398,Carregador Natural unidade,ELECTRONICS,Casa & Lar Atacado,207.00,435.99,34,12,27,21,0.56,0.75,2026-03-27,2025-11-24,0,0.80,52.5
SKU-009425,Teclado Master kit 3,ELECTRONICS,Atacadão Nordeste,219.26,374.86,119,47,203,7,6.01,5.89,2026-03-27,2026-01-15,0,0.86,41.5
SKU-009438,Carregador Vita kit 3,ELECTRONICS,GlobalSupply,110.01,278.32,13,12,41,10,0.84,1.10,2026-03-31,2026-03-20,0,1.04,60.5
SKU-009441,Pen-drive TopMark unidade,ELECTRONICS,Comercial Vitória,215.00,578.02,81,37,49,30,1.11,0.97,2026-03-28,2026-01-09,0,1.05,62.8
SKU-009452,Carregador Vita unidade,ELECTRONICS,Distribuidora Central,67.77,90.24,149,1,1,5,0.00,0.29,2025-12-19,2026-01-01,0,1.08,24.9
SKU-009464,Mouse Plus kit 3,ELECTRONICS,GlobalSupply,210.49,284.54,223,142,421,7,14.72,11.74,2026-03-29,2026-03-07,0,0.96,26.0
SKU-009479,Carregador Silver pacote 2,ELECTRONICS,Distribuidora Central,71.24,197.86,6,68,338,7,8.70,8.33,2026-03-28,2025-11-25,0,1.24,64.0
SKU-009496,Teclado Gold kit 3,ELECTRONICS,MaxiSuprimentos,154.50,230.84,187,109,645,7,11.73,10.29,2026-03-28,2025-12-21,0,1.24,33.1
SKU-009498,Pen-drive Pro pacote 2,ELECTRONICS,PrimeFood Distribuidora,17.45,24.79,204,128,232,21,4.67,4.22,2026-03-26,2025-10-29,0,0.86,29.6
SKU-009507,Mouse Vita pacote 2,ELECTRONICS,Ponto Forte Atacadista,120.46,186.63,17,16,63,7,1.57,2.07,2026-03-25,2025-11-22,0,0.99,35.5
SKU-009516,Mouse PrimaCare unidade,ELECTRONICS,TopParts Brasil,136.74,246.30,239,120,3064,3,53.26,28.34,2026-03-28,2026-02-11,10,1.22,44.5
SKU-009520,Mouse Vita pacote 2,ELECTRONICS,Aliança Comércio,169.61,213.94,63,55,95,14,3.27,3.39,2026-03-30,2025-10-17,0,1.06,20.7
SKU-009528,Pen-drive Silver pacote 2,ELECTRONICS,TopParts Brasil,220.61,462.28,18,16,67,10,1.27,1.21,2026-03-31,2025-11-09,0,0.82,52.3
SKU-009532,Mouse Vita kit 3,ELECTRONICS,Aliança Comércio,131.67,189.54,42,33,33,21,1.26,1.06,2026-03-24,2026-03-16,0,0.75,30.5
SKU-009553,Cabo Eco pacote 2,ELECTRONICS,Atacadão Nordeste,180.74,241.02,355,218,374,14,12.34,11.73,2026-03-26,2025-11-27,0,0.72,25.0
SKU-009556,Mouse Aurora kit 3,ELECTRONICS,Comercial Vitória,15.67,31.68,78,43,207,10,3.49,2.94,2026-03-29,2025-10-06,0,0.73,50.5
SKU-009567,Carregador Natural pacote 2,ELECTRONICS,PrimeFood Distribuidora,124.63,153.01,133,63,293,10,5.28,6.26,2026-03-30,2026-02-16,0,0.86,18.5
SKU-009595,Pen-drive PrimaCare unidade,ELECTRONICS,Atacadão Nordeste,53.24,116.02,114,113,1575,3,29.63,27.62,2026-03-24,2025-11-21,23,0.89,54.1
SKU-009604,Carregador Mini kit 3,ELECTRONICS,VivaMais Distribuição,99.67,192.92,66,140,373,10,10.09,4.72,2026-03-24,2026-02-27,0,1.34,48.3
SKU-009615,Pen-drive Vivace kit 3,ELECTRONICS,VivaMais Distribuição,108.02,266.35,76,75,212,14,4.77,3.99,2026-03-30,2026-01-22,1,0.76,59.4
SKU-009618,Teclado Vivace kit 3,ELECTRONICS,MaxiSuprimentos,202.63,254.16,236,149,985,7,24.81,15.60,2026-03-25,2025-12-07,0,1.10,20.3
SKU-009623,Teclado Nordeste pacote 2,ELECTRONICS,Distribuidora Central,49.51,87.35,55,41,363,3,11.56,10.89,2026-03-28,2026-02-27,0,0.79,43.3
SKU-009638,Cabo Original pacote 2,ELECTRONICS,GlobalSupply,200.07,316.55,147,1,1,7,0.00,0.21,2026-01-07,2025-10-08,0,0.84,36.8
SKU-009645,Teclado Maxi pacote 2,ELECTRONICS,Casa & Lar Atacado,26.34,66.02,69,40,50,14,1.97,1.79,2026-03-24,2025-12-19,0,1.15,60.1
